hs,desc
382499,prepared binders for foundry molds or cores chemical products and preparations of the chemical or allied industries including those consisting of mixtures of natural products not elsewhere specified or included cultured crystals than optical elements of chapter 90 weighing not less than 2 5 g each mixtures containing 5 percent or more by weight of one or more aromatic or modified aromatic substances fatty substances of animal or vegetable origin and mixtures thereof mixtures of two or more inorganic compounds in the form of ingots benzene 2 4 diisocyanate 1 3 5 tris 1 methylethyl homopolymer 5 fluoro 2 methyl 1 4 methylsulfinyl phenyl methylene 1h indene mixtures of dimethyl phthalate t butanol hydrogen peroxide and sodium salicylate andmixtures containing derivatives of n 4 2 hydroxy 3 phenoxypropoxy phenyl acetamide of bismuth of tungsten mixtures of fatty acid esters of hydrosulfite compounds of sulfoxylate compounds or of both of molybdenum consisting wholly of substances found naturally in coal tar whether obtained from coal tar or source mixtures of halogenated hydrocarbons of mercury aqueous mixtures of triphenyl sulfonium chloride diphenyl 4 phenylthio phenyl sulfonium chloride and thiodi 4 1 phenylene bis diphenyl sulfonium dichloride mixtures that are in whole or in part of hydrocarbons derived in whole or in part from petroleum shale oil or natural gas of vanadium naphthenic acids their water insoluble salts and their esters mixtures of a kind containing nicotine used in personal electric or electronic vaporizing devices mixtures of dibromo neopentyl glycol polydibromophenylene oxide tetrabromobisphenol a carbonate oligomers and electroplating chemical and electroless plating solutions and materials for printed circuit boards plastics and metal finishings chlorinated but not wise halogenated mixtures consisting mainly of chemicals containing a phosphorus atom to which is bonded one methyl ethyl n propyl or isopropyl group but no carbon atoms mixtures of a kind containing magnesium used as a desulfurization reagent mixtures of a kind containing nicotine used in personal electric or electronic vaporizing devices mixtures of acyclic monohydric unsubstituted alcohols naphthenic acids containing c11 or lower alcohols only containing c12 or higher alcohols only
382510,residual products of the chemical or allied industries not elsewhere specified or included municipal waste sewage sludge wastes specified in note 6 to this chapter municipal waste
382520,residual products of the chemical or allied industries not elsewhere specified or included municipal waste sewage sludge wastes specified in note 6 to this chapter sewage sludge
382530,residual products of the chemical or allied industries not elsewhere specified or included municipal waste sewage sludge wastes specified in note 6 to this chapter clinical waste
382541,residual products of the chemical or allied industries not elsewhere specified or included municipal waste sewage sludge wastes specified in note 6 to this chapter waste organic solvents halogenated
382549,residual products of the chemical or allied industries not elsewhere specified or included municipal waste sewage sludge wastes specified in note 6 to this chapter waste organic solvents
382550,residual products of the chemical or allied industries not elsewhere specified or included municipal waste sewage sludge wastes specified in note 6 to this chapter wastes of metal pickling liquors hydraulic fluids brake fluids and anti freeze fluids
382561,residual products of the chemical or allied industries not elsewhere specified or included municipal waste sewage sludge wastes specified in note 6 to this chapter wastes from the chemical or allied industries mainly containing organic constituents
382569,residual products of the chemical or allied industries not elsewhere specified or included municipal waste sewage sludge wastes specified in note 6 to this chapter wastes from the chemical or allied industries
382590,residual products of the chemical or allied industries not elsewhere specified or included municipal waste sewage sludge wastes specified in note 6 to this chapter
382600,biodiesel and mixtures thereof not containing or containing less than 70 percent by weight of petroleum oils or oils obtained from bituminous materials biodiesel not containing petroleum oils or oils obtained from bituminous materials b100
