text,label,Index
bicyclebicyclebicycle bicycle . h.s code xxxx the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same,871200,97
bicycles poxxxxxxxx8 hs xxxxxxxx50 forwarding agent apl logistics xxf 86-512-xxxxxxxx e heyunacebike.com.cn/ jennyacebike.com.cn,871200,98
bicycles oth cycles (inc del tricycle) no m bicycle gvxxxx3gck-b i certify that this shipment of commodity contains no solid wood packing materials. declare to clear customs,871200,99
bicycles oth cycles (inc del tricycle) no m bicycle kent purchase order mxxxx6 there is no solid wood packing material in this shipment fax-973-434-xxxx,871200,100
bicycles oth cycles (inc del tricycle) no m 864 kent brand bicycle conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m 864 kent brand bicycle conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m 864 kent brand bicycle conforming to kent purchase order specifications per the following kent shipping schedule,871200,101
"bicycle electric bicycles freight collect h.s code : xxxx xxxx also notify: expeditors international 849 thomas drive bensenville, illinois, united states of ameri xxxx6bicycle electric bicycles freight collect h.s code : xxxx xxxx also notify: expeditors international 849 thomas drive bensenville, illinois, united states of ameri xxxx6bicycle electric bicycles freight collect h.s code : xxxx xxxx also notify: expeditors international 849 thomas drive bensenville, illinois, united states of ameri xxxx6",871200,102
bicycle hs code xxxx00 s c chibxxxx7 unitedbicycle hs code xxxx00 s c chibxxxx7 unitedbicycle hs code xxxx00 s c chibxxxx7 unitedbicycle hs code xxxx00 s c chibxxxx7 unitedbicycle hs code xxxx00 s c chibxxxx7 unitedbicycle hs code xxxx00 s c chibxxxx7 united,871200,103
"freight prepaid vietnam black pepper whole asta eto total: xxxx bags n.w: 55,100.00 lbs (24,993.36 kgs) g.w: 55,707.00 lbs (25,268.86 kgs) seller s fda registration number: xxxxxxxx116lot number: xxxx0",871200,104
bicycles bicycles costco po#175-xxxx-757 item# xxxx176 qty 324sets hts#xxxxxxxx00 . if applicable cpsia url - www.costcocpsia.com this shpt does not contain any solid wood packing material.,871200,105
kids tricycle,871200,106
"8ply - 11.2x38tire, 6ply with tube, mountedo n 8x24 - 10x38 galvanized wheel, universalbo lt pattern w- 8chamfered mounting holes, rei nforcedplate - valve stem guard..50%mounted right-hand 50% mounted left-hand.",871200,107
"55 coils ppsgl,astm a792 az-50",871200,108
bicycle bicycle hs#xxxx00 po#xxxxxxxx55 if applicable cpsia url - www.costcocpsia.com,871200,109
"xxxx boxes bananas origin: guatemala 3 w 40rf containers net weight: 55,123.20kgs 121,525.84lbs attached ridersxxxx boxes bananas origin: guatemala 3 w 40rf containers net weight: 55,123.20kgs 121,525.84lbs attached ridersxxxx boxes bananas origin: guatemala 3 w 40rf containers net weight: 55,123.20kgs 121,525.84lbs attached riders",871200,110
bicycle bicycle hs#xxxx00 po#xxxxxxxx65 if applicable cpsia url - www.costcocpsia.com,871200,111
"bicycle and partsbicycle and partsbicycle and partsbicycle and partsbicycle and partsbicycle and parts bicycle and parts declare to clear customs at discharge port @cargo clear at los angeles,ca@ @@hs code xxxxbicycle and parts",871200,112
freight collect 702 cartons (seven hundred two only) complete bicycles in skd bicycle spares as hcl/e-(nd)-usa01/xxxx-20 dtd. 14-08-xxxx po.no. poxxxxxxxx58 dtd. 25-07-xxxx invoice no. : usa/xxxx-20/xxxx dt.04-10-19 s.bill no:- xxxx687 dt. 07.10.xxxx hs code:- xxxxxxxx iec no. :xxxxxxxx22,871200,113
electric bike treadmill spare parts kids balance bike this shipment contains no solid woodpacking materials,871200,114
under desk treadmill,871200,115
tricycles scooters pedal cars and similar w plush toys mug fax (904) 332-xxxx,871200,116
kids balance bike,871200,117
bicycles po# xxxx2 -xxxx6 -xxxx4 -xxxx0-1-52 221 hs code:xxxx00bicycles po# xxxx2 -xxxx6 -xxxx4 -xxxx0-1-52 221 hs code:xxxx00bicycles po# xxxx2 -xxxx6 -xxxx4 -xxxx0-1-52 221 hs code:xxxx00bicyclespo# xxxx2 -xxxx6 -xxxx4 -xxxx0-1-52 221 hs code:xxxx00,871200,118
bicycles bicycles costco po#288-xxxx-545 item# xxxx176 qty 276sets hts#xxxxxxxx00 . if applicable cpsia url - www.costcocpsia.com this shpt does not contain any solid wood packing material. @ tel xxxx-xxxxxxxx fax xxxx-xxxxxxxx,871200,119
treadmill treadmill accessories no solid wood pa acking materials,871200,120
treadmill no solid wood packing materials,871200,121
"12 bicycle 16 bicycle 20 bicycle 24 bicycle hts code: xxxx00 s/c: 19/xxxx ams collect export references:po 5q53mepi 74tscqen 76ojxu9c 7mken6rb 7nn6imfk 7vifixlv 85tiz4ng freight collect on behalf of futurux global limited room a, 4/f.,88 commercial building, 28-34 wilok street,sheung wan hk tel : (852) xxxx xxxx fax :(852) xxxx xxxx also notify party: carmichael international service michaele carmnet.com stacid carmnet.com xxxx s. 192nd st. suite 302 seatac wa xxxx8 tel: 206-441-xxxx12 bicycle 16 bicycle 20 bicycle 24 bicycle hts code: xxxx00 s/c: 19/xxxx ams collect export references:po 5q53mepi 74tscqen 76ojxu9c 7mken6rb 7nn6imfk 7vifixlv 85tiz4ng freight collect on behalf of futurux global limited room a, 4/f.,88 commercial building, 28-34 wilok street,sheung wan hk tel : (852) xxxx xxxx fax :(852) xxxx xxxx also notify party: carmichael international service michaele carmnet.com stacid carmnet.com xxxx s. 192nd st. suite 302 seatac wa xxxx8 tel: 206-441-xxxx12 bicycle 16 bicycle 20 bicycle 24 bicycle hts code: xxxx00 s/c: 19/xxxx ams collect export references:po 5q53mepi 74tscqen 76ojxu9c 7mken6rb 7nn6imfk 7vifixlv 85tiz4ng freight collect on behalf of futurux global limited room a, 4/f.,88 commercial building, 28-34 wilok street,sheung wan hk tel : (852) xxxx xxxx fax :(852) xxxx xxxx also notify party: carmichael international service michaele carmnet.com stacid carmnet.com xxxx s. 192nd st. suite 302 seatac wa xxxx8 tel: 206-441-xxxx12 bicycle 16 bicycle 20 bicycle 24 bicycle hts code: xxxx00 s/c: 19/xxxx ams collect export references:po 5q53mepi 74tscqen 76ojxu9c 7mken6rb 7nn6imfk 7vifixlv 85tiz4ng freight collect on behalf of futurux global limited room a, 4/f.,88 commercial building, 28-34 wilok street,sheung wan hk tel : (852) xxxx xxxx fax :(852) xxxx xxxx also notify party: carmichael international service michaele carmnet.com stacid carmnet.com xxxx s. 192nd st. suite 302 seatac wa xxxx8 tel: 206-441-xxxx12 bicycle 16 bicycle 20 bicycle 24 bicycle hts code: xxxx00 s/c: 19/xxxx ams collect export references:po 5q53mepi 74tscqen 76ojxu9c 7mken6rb 7nn6imfk 7vifixlv 85tiz4ng freight collect on behalf of futurux global limited room a, 4/f.,88 commercial building, 28-34 wilok street,sheung wan hk tel : (852) xxxx xxxx fax :(852) xxxx xxxx also notify party: carmichael international service michaele carmnet.com stacid carmnet.com xxxx s. 192nd st. suite 302 seatac wa xxxx8 tel: 206-441-xxxx12 bicycle 16 bicycle 20 bicycle 24 bicycle hts code: xxxx00 s/c: 19/xxxx ams collect export references:po 5q53mepi 74tscqen 76ojxu9c 7mken6rb 7nn6imfk 7vifixlv 85tiz4ng freight collect on behalf of futurux global limited room a, 4/f.,88 commercial building, 28-34 wilok street,sheung wan hk tel : (852) xxxx xxxx fax :(852) xxxx xxxx also notify party: carmichael international service michaele carmnet.com stacid carmnet.com xxxx s. 192nd st. suite 302 seatac wa xxxx8 tel: 206-441-xxxx12 bicycle 16 bicycle 20 bicycle 24 bicycle hts code: xxxx00 s/c: 19/xxxx ams collect export references:po 5q53mepi 74tscqen 76ojxu9c 7mken6rb 7nn6imfk 7vifixlv 85tiz4ng freight collect on behalf of futurux global limited room a, 4/f.,88 commercial building, 28-34 wilok street,sheung wan hk tel : (852) xxxx xxxx fax :(852) xxxx xxxx also notify party: carmichael international service michaele carmnet.com stacid carmnet.com xxxx s. 192nd st. suite 302 seatac wa xxxx8 tel: 206-441-xxxx",871200,122
"xxxx boxes bananas origin: guatemala 3 w 40rc containers net weight: 55,616.16kgs 122,612.63lbs attached ridersxxxx boxes bananas origin: guatemala 3 w 40rc containers net weight: 55,616.16kgs 122,612.63lbs attached ridersxxxx boxes bananas origin: guatemala 3 w 40rc containers net weight: 55,616.16kgs 122,612.63lbs attached riders",871200,123
bicycles oth cycles (inc del tricycle) no m bicycle po xxxx3,871200,124
balance bike,871200,125
kids scooter kids balance bike kids tricycle bike,871200,126
bicycle hs codexxxx00on board date,871200,127
"treadmillstools, materials, equipmenttools, materials, equipment",871200,128
bicycle and partsbicycle and parts bicycle and parts . h.s code xxxx the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same,871200,129
complete of grinding wheel,871200,130
mini bikesmini bikesmini bikesmini bikesmini bikesmini bikesmini bikesmini bikesmini bikesmini bikes the same shipper s declaration this shipment does not contain any solid wood packing materials,871200,131
wheel capxxxxxxxx5f24packages = 200 cartons,871200,132
"shipper s load, count & seal (382ctns) cy / dr copy non-negotiable b/l release procedures bicycle hs:xxxx00 freight collect equipment substitution per rule 2.30",871200,133
bicycle and partsbicycle and parts bicycle and parts . h.s code xxxx the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same the same,871200,134
bicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedule,871200,135
bicycles & bicycle parts & e-bikes h.s.code:xxxx xxxx xxxx,871200,136
of motorcycles (including mopeds) rear wheel front wheel 200 plts in 200 pkgsof motorcycles (including mopeds) rear wheel front wheel 200 plts in 200 pkgsof motorcycles (including mopeds) rear wheel front wheel 200 plts in 200 pkgsof motorcycles (including mopeds) rear wheel front wheel 200 plts in 200 pkgsof motorcycles (including mopeds) rear wheel front wheel 200 plts in 200 pkgs,871200,137
bicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m xxxx kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedule,871200,138
