hts,short_desc,long_desc,naics
203110000,"CARCASSES/HALF-CARCASSES OF SWINE, FRESH/CHILLED","CARCASSES AND HALF-CARCASSES OF SWINE, FRESH OR CHILLED",311611
203121010,"HAMS AND CUTS OF SWINE, W/ BONE PROCESSED FR/CH","HAMS AND CUTS THEREOF, OF SWINE, WITH BONE IN, PROCESSED, FRESH OR CHILLED",311611
203121020,"SHOULDERS & CUTS OF SWINE, W/ BONE PROCESSED FR/CH","SHOULDERS AND CUTS THEREOF, OF SWINE, WITH BONE IN, PROCESSED, FRESH OR CHILLED",311611
203129010,"HAMS & CUTS OF SWINE, W/ BONE FR/CH, EXC PROCESSED","HAMS AND CUTS THEREOF, OF SWINE, WITH BONE IN, FRESH OR CHILLED, EXCEPT PROCESSED",311611
203129020,SHOULDERS & CUTS SWINE W/ BONE FR/CH EXC PROCESSED,"SHOULDERS AND CUTS THEREOF, OF SWINE, WITH BONE IN, FRESH OR CHILLED, EXCEPT PROCESSED",311611
203192010,"SPARE RIBS OF SWINE, PROCESSED, FRESH OR CHILLED","SPARE RIBS OF SWINE, PROCESSED, FRESH OR CHILLED",311611
203192090,"MEAT OF SWINE, PROCESSED, FRESH OR CHILLED, NESOI","MEAT OF SWINE, EXCEPT CARCASSES AND HALF-CARCASSES, HAMS, SHOULDER CUTS THEREOF WITH BONE IN, PROCESSED, FR",311611
203194010,"BELLIES OF SWINE, FRESH OR CHILLED, EXC PROCESSED","BELLIES OF SWINE, FRESH OR CHILLED, EXCEPT PROCESSED",311611
203194090,"MEAT OF SWINE, FRESH OR CHILLED, NESOI","MEAT OF SWINE, EXCEPT CARCASSES AND HALF-CARCASSES, HAMS, SHOULDER CUTS THEREOF WITH BONE IN, NOT PROCESSED",311611
203210000,"CARCASSES AND HALF-CARCASSES OF SWINE, FROZEN","CARCASSES AND HALF-CARCASSES OF SWINE, FROZEN",311611
203221000,HAMS SHOULDERS & CUTS SWINE W/ BONE PROCESSED FRZN,"HAMS, SHOULDERS AND CUTS THEREOF, OF SWINE, WITH BONE IN, PROCESSED, FROZEN",311611
203229000,"HAMS, SHOULDERS & CUTS, SWINE, W/ BONE, FRZN NESOI","HAMS, SHOULDERS AND CUTS THEREOF, OF SWINE, WITH BONE IN, FROZEN, EXCEPT PROCESSED",311611
203292000,"MEAT OF SWINE, PROCESSED, FROZEN, NESOI","MEAT OF SWINE, PROCESSED, FROZEN, NESOI",311611
203294000,"MEAT OF SWINE, FROZEN, NESOI","MEAT OF SWINE, FROZEN, NESOI",311611
204100000,CARCASSES AND HALF-CARCASSES OF LAMB FRESH/CHILLED,"CARCASSES AND HALF-CARCASSES OF LAMB, FRESH OR CHILLED",311611
204210000,"CARCASSES & HALF-CARCASSES OF SHEEP, FRESH/CHILLED","CARCASSES AND HALF-CARCASSES OF SHEEP, FRESH OR CHILLED",311611
204222010,"SHOULDERS OF LAMB, WITH BONE, FRESH OR CHILLED","SHOULDERS OF LAMB, WITH BONE IN, FRESH OR CHILLED",311611
204222020,"LEGS OF LAMB, WITH BONE, FRESH OR CHILLED","LEGS OF LAMB, WITH BONE IN, FRESH OR CHILLED",311611
204222030,"LOINS OF LAMB, WITH BONE, FRESH OR CHILLED","LOINS OF LAMB, WITH BONE IN, FRESH OR CHILLED",311611
204222090,"MEAT OF LAMB, WITH BONE, FRESH OR CHILLED, NESOI","MEAT OF LAMB, WITH BONE IN, FRESH OR CHILLED, NESOI",311611
204224000,"MEAT OF SHEEP, WITH BONE, FRESH OR CHILLED, NESOI","MEAT OF SHEEP, WITH BONE IN, FRESH OR CHILLED, NESOI",311611
204232000,"MEAT OF LAMB, BONELESS, FRESH OR CHILLED","MEAT OF LAMB, BONELESS, FRESH OR CHILLED",311611
204234000,"MEAT OF SHEEP, BONELESS, FRESH OR CHILLED EXC LAMB","MEAT OF SHEEP, BONELESS, FRESH OR CHILLED, EXCEPT LAMB",311611
204300000,"CARCASSES AND HALF-CARCASSES OF LAMB, FROZEN","CARCASSES AND HALF-CARCASSES OF LAMB, FROZEN",311611
204410000,"CARCASSES AND HALF-CARCASSES OF SHEEP, FROZEN","CARCASSES AND HALF-CARCASSES OF SHEEP, FROZEN",311611
204422010,"SHOULDERS OF LAMB, WITH BONE, FROZEN","SHOULDERS OF LAMB, WITH BONE IN, FROZEN",311611
204422020,"LEGS OF LAMB, WITH BONE, FROZEN","LEGS OF LAMB, WITH BONE IN, FROZEN",311611
204422030,"LOINS OF LAMB, WITH BONE, FROZEN","LOINS OF LAMB, WITH BONE IN, FROZEN",311611
204422090,"MEAT OF LAMB, WITH BONE, FROZEN, NESOI","MEAT OF LAMB, WITH BONE IN, FROZEN, NESOI",311611
204424000,"MEAT OF SHEEP, WITH BONE, FROZEN, NESOI","MEAT OF SHEEP, WITH BONE IN, FROZEN, NESOI",311611
204432000,"MEAT OF LAMB, BONELESS, FROZEN","MEAT OF LAMB, BONELESS, FROZEN",311611
204434000,"MEAT OF SHEEP, BONELESS, FROZEN, EXCEPT LAMB","MEAT OF SHEEP, BONELESS, FROZEN, EXCEPT LAMB",311611
204500000,"MEAT OF GOATS, FRESH, CHILLED OR FROZEN","MEAT OF GOATS, FRESH, CHILLED OR FROZEN",311611
205000000,"MEAT OF HORSES, ASSES, MULES, HINNIES, FR/CH, FRZN","MEAT OF HORSES, ASSES, MULES OR HINNIES, FRESH, CHILLED OR FROZEN",311611
206100000,"OFFAL OF BOVINES, EDIBLE, FRESH OR CHILLED","OFFAL OF BOVINES, EDIBLE, FRESH OR CHILLED",311611
206210000,"TONGUES OF BOVINES, EDIBLE, FROZEN","TONGUES OF BOVINES, EDIBLE, FROZEN",311611
206220000,"LIVERS OF BOVINES, EDIBLE, FROZEN","LIVERS OF BOVINES, EDIBLE, FROZEN",311611
206290000,"OFFAL OF BOVINES, EDIBLE, FROZEN, NESOI","OFFAL OF BOVINE ANIMALS, EDIBLE, FROZEN, NESOI",311611
206300000,"OFFAL OF SWINE, EDIBLE, FRESH OR CHILLED","OFFAL OF SWINE, EDIBLE, FRESH OR CHILLED",311611
206410000,"LIVERS OF SWINE, EDIBLE, FROZEN","LIVERS OF SWINE, EDIBLE, FROZEN",311611
206490000,"OFFAL OF SWINE, EDIBLE, FROZEN, NESOI","OFFAL OF SWINE, EDIBLE, FROZEN, NESOI",311611
206800000,"OFFAL, EDIBLE, FRESH OR CHILLED, NESOI","OFFAL OF SHEEP, GOATS, HORSES, ASSES, MULES OR HINNIES, EDIBLE, FRESH OR CHILLED",311611
206900020,"OFFAL OF SHEEP (INCLUDING LAMB), EDIBLE, FROZEN","OFFAL OF SHEEP (INCLUDING LAMB), EDIBLE, FROZEN",311611
206900040,"OFFAL, EDIBLE, FROZEN, NESOI","OFFAL OF GOATS, HORSES, ASSES, MULES OR HINNIES, EDIBLE, FROZEN",311611
207110020,"CHICKENS, WHOLE, YOUNG, FRESH OR CHILLED","CHICKENS, WHOLE, YOUNG (BROILERS, FRYERS, ROASTERS AND CAPONS), FRESH OR CHILLED",311615
207110040,"CHICKENS, WHOLE, FRESH OR CHILLED, EXCEPT YOUNG","CHICKENS, WHOLE, FRESH OR CHILLED, EXCEPT YOUNG",311615
207120020,"CHICKENS, WHOLE, YOUNG, FROZEN","CHICKENS, WHOLE, YOUNG (BROILERS, FRYERS, ROASTERS AND CAPONS), FROZEN",311615
207120040,"CHICKENS, WHOLE, FROZEN, EXCEPT YOUNG","CHICKENS, WHOLE, FROZEN, EXCEPT YOUNG",311615
207130000,"MEAT & EDIBLE OFFAL OF CHICKENS, FRESH OR CHILLED","MEAT AND EDIBLE OFFAL OF CHICKENS, FRESH OR CHILLED",311615
207140020,"LIVERS OF CHICKENS, FROZEN","LIVERS OF CHICKENS, FROZEN",311615
207140040,"MEAT & EDIBLE OFFAL, CHICKENS, FROZEN, EXC LIVERS","MEAT AND EDIBLE OFFAL OF CHICKENS, FROZEN, EXCEPT LIVERS",311615
207240000,"TURKEYS, WHOLE, FRESH OR CHILLED","TURKEYS, WHOLE, FRESH OR CHILLED",311615
207252000,"TURKEYS, WHOLE, LESS THAN $0.88 PER KG, FROZEN","TURKEYS, WHOLE, VALUED AT LESS THAN $0.88 PER KG, FROZEN",311615
207254000,"TURKEYS, WHOLE, $0.88 OR MORE PER KG, FROZEN","TURKEYS, WHOLE, VALUED AT $0.88 OR MORE PER KG, FROZEN",311615
207260000,"MEAT & EDIBLE OFFAL OF TURKEYS, FRESH OR CHILLED","MEAT AND EDIBLE OFFAL OF TURKEYS, FRESH OR CHILLED",311615
207270020,"LIVERS OF TURKEYS, FROZEN","LIVERS OF TURKEYS, FROZEN",311615
207270040,"MEAT & EDIBLE OFFAL, TURKEYS, FROZEN, EXC LIVERS","MEAT AND EDIBLE OFFAL OF TURKEYS, FROZEN, EXCEPT LIVERS",311615
207410000,"DUCKS, WHOLE, FRESH OR CHILLED","DUCKS, WHOLE, FRESH OR CHILLED",311615
207420000,"DUCKS, WHOLE, FROZEN","DUCKS, WHOLE, FROZEN",311615
207430000,"LIVERS OF DUCKS, FATTY, FRESH OR CHILLED","LIVERS OF DUCKS, FATTY, FRESH OR CHILLED",311615
207440000,"MEAT & EDIBLE OFFAL OF DUCKS, FRESH/CHILLED, NESOI","MEAT AND EDIBLE OFFAL OF DUCKS, FRESH OR CHILLED, EXCEPT WHOLE DUCKS OR FATTY LIVERS",311615
207450020,"LIVERS OF DUCKS, FROZEN","LIVERS OF DUCKS, FROZEN",311615
207450040,"MEAT AND EDIBLE OFFAL OF DUCKS, FROZEN, NESOI","MEAT AND EDIBLE OFFAL OF DUCKS, FROZEN, EXCEPT LIVERS",311615
207510000,"GEESE, WHOLE, FRESH OR CHILLED","GEESE, WHOLE, FRESH OR CHILLED",311615
207520000,"GEESE, WHOLE, FROZEN","GEESE, WHOLE, FROZEN",311615
207530000,"LIVERS OF GEESE, FATTY, FRESH OR CHILLED","LIVERS OF GEESE, FATTY, FRESH OR CHILLED",311615
207540000,"MEAT & EDIBLE OFFAL OF GEESE, FRESH/CHILLED, NESOI","MEAT AND EDIBLE OFFAL OF GEESE, FRESH OR CHILLED, EXCEPT WHOLE GEESE OR FATTY LIVERS",311615
207550020,"LIVERS OF GEESE, FROZEN","LIVERS OF GEESE, FROZEN",311615
207550040,"MEAT AND EDIBLE OFFAL OF GEESE, FROZEN, NESOI","MEAT AND EDIBLE OFFAL OF GEESE, FROZEN, EXCEPT LIVERS",311615
207601000,"GUINEAS FOWLS, WHOLE, FRESH OR CHILLED","GUINEA FOWLS, WHOLE, FRESH OR CHILLED",311615
207602000,"GUINEA FOWLS, WHOLE, FROZEN","GUINEA FOWLS, WHOLE, FROZEN",311615
207603000,"LIVERS OF GUINEA FOWLS, FATTY, FRESH OR CHILLED","LIVERS OF GUINEA FOWLS, FATTY, FRESH OR CHILLED",311615
207604000,"MEAT & EDIBLE OFFAL OF GUINEA FOWLS, FR/CH, NESOI","MEAT AND EDIBLE OFFAL OF GUINEA FOWLS, FRESH OR CHILLED, EXCEPT WHOLE FOWLS OR FATTY LIVERS",311615
207606020,"LIVERS OF GUINEA FOWLS, FROZEN","LIVERS OF GUINEA FOWLS, FROZEN",311615
207606040,"MEAT AND EDIBLE OFFAL OF GUINEA FOWLS, FROZEN, NES","MEAT AND EDIBLE OFFAL OF GUINEA FOWLS, FROZEN, EXCEPT LIVERS",311615
208100000,"MEAT & EDIBLE OFFAL OF RABBITS/HARES, FR/CH, FRZN","MEAT AND EDIBLE OFFAL OF RABBITS OR HARES, FRESH, CHILLED OR FROZEN",311615
208300000,"MEAT AND EDIBLE OFFAL OF PRIMATES, FR/CH OR FROZEN","MEAT AND EDIBLE OFFAL OF PRIMATES, FRESH, CHILLED OR FROZEN",311611
208400100,"MEAT & OFFAL OF WHALES, MANATEES, ETC, FR/CH, FRZN","MEAT AND EDIBLE OFFAL OF WHALES, DOLPHINS AND PORPOISES (CETACEA); OF MANATEES AND DUGONGS (SIRENIA); FRESH",311611
208500000,"MEAT AND EDIBLE OFFAL OF REPTILES, FR/CH OR FROZEN","MEAT AND EDIBLE OFFAL OF REPTILES (INCLUDING SNAKES AND TURTLES), FRESH, CHILLED OR FROZEN",311611
208600000,"MEAT & EDIBLE OFFAL OF CAMELS, FR/CHL/FZ","MEAT AND EDIBLE OFFAL, OF CAMELS AND OTHER CAMELIDS (CAMELIDAE), FRESH, CHILLED OR FROZEN, NESOI",311611
208902000,"MEAT AND EDIBLE OFFAL OF DEER, FR/CH OR FROZEN","MEAT AND EDIBLE OFFAL OF DEER, FRESH, CHILLED OR FROZEN",311611
208902500,"FROG'S LEGS, FRESH, CHILLED OR FROZEN","FROG'S LEGS, FRESH, CHILLED OR FROZEN",311611
208903000,"QUAIL, WHOLE, EVISCERATED, FRESH/CHILLED OR FROZEN","QUAIL, WHOLE, EVISCERATED, FRESH, CHILLED OR FROZEN",311615
208909100,"MEAT & EDIBLE OFFAL, FRESH/CHILLED OR FROZEN NESOI","MEAT AND EDIBLE OFFAL, FRESH, CHILLED OR FROZEN, NESOI",311611
209100000,"PIG FAT, FR/CH FRZN SALTD BRINE DRIED SMKD","PIG FAT, FREE OF LEAN MEAT, NOT RENDERED OR OTHERWISE EXTRACTED, FRESH, CHILED, FROZEN, SALTED, IN BRINE, D",311611
209900000,"POULTRY FAT, FR/CH FRZN SALTD BRINE DRIED SMKD","POULTRY FAT, NOT RENDERED OR OTHERWISE EXTRACTED, FRESH, CHILLED, FROZEN, SALTED, IN BRINE, DRIED OR SMOKED",311615
210110010,HAMS & CUTS OF SWINE W/BONE SALTD BRINE DRIED SMKD,"HAMS AND CUTS THEREOF, OF SWINE, WITH BONE IN, SALTED, IN BRINE, DRIED OR SMOKED",311611
210110020,SHOULDER&CUTS SWINE W/BONE SALTD BRINE DRIED SMKD,"SHOULDERS AND CUTS THEREOF, OF SWINE, WITH BONE IN, SALTED, IN BRINE, DRIED OR SMOKED",311611
210120020,BACON OF SWINE,BACON OF SWINE,311611
210120040,"BELLIES, CUTS, SWINE SALTD BRINE DRIED SMKD NESOI","BELLIES (STREAKY) AND CUTS THEREOF, OF SWINE, SALTED, IN BRINE, DRIED OR SMOKED, EXCEPT BACON",311611
210190010,"BACON OF SWINE, CANADIAN STYLE","BACON OF SWINE, CANADIAN STYLE",311611
210190090,"MEAT OF SWINE, SALTED, BRINE, DRIED, SMOKED, NESOI","MEAT OF SWINE, SALTED, IN BRINE, DRIED OR SMOKED, NESOI",311611
210200000,"MEAT OF BOVINES, SALTED, IN BRINE, DRIED OR SMOKED","MEAT OF BOVINES, SALTED, IN BRINE, DRIED OR SMOKED",311611
210910000,"MEAT & OFFAL OF PRIMATES, SALTED BRINE DRIED SMKD","MEAT AND EDIBLE OFFAL OF PRIMATES, SALTED, IN BRINE, DRIED OR SMOKED, INCLUDING EDIBLE FLOURS AND MEALS",311611
210920100,MEAT OFFAL WHALE MANATEE ETC SLTD BRINE DRIED SMKD,"MEAT & EDIBLE OFFAL, OF WHALES, DOLPHINS, PORPOISES, MANATEES,DUGONGS,SEALS,SEAL LIONS,WALRUS, SALTED, IN B",311611
210930000,"MEAT & OFFAL OF REPTILES, SALTED BRINE DRIED SMKD","MEAT AND EDIBLE OFFAL OF REPTILES, SALTED, IN BRINE, DRIED OR SMOKED, INCLUDING EDIBLE FLOURS AND MEALS",311611
210992000,"MEAT & OFFAL, CHICKENS ETC, SALTD BRINE DRIED SMKD","MEAT AND EDIBLE OFFAL OF CHICKENS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS, SALTED, IN BRINE, DRIED OR SMOKE",311615
210999100,"MEAT & OFFAL, SALTED, BRINE, DRIED, SMOKED, NESOI","MEAT AND EDIBLE MEAT OFFAL, SALTED, IN BRINE, DRIED OR SMOKED, INCLUDING EDIBLE FLOURS AND MEALS OF MEAT OR",311611
301110010,"KOI (COMMON) CARP (CYPRINUS CARPIO), LIVE","KOI (COMMON) CARP (CYPRINUS CARPIO), LIVE",112511
301110020,"GOLDFISH AND CRUCIAN CARP, LIVE","GOLDFISH (CARASSIUS AURATUS) AND CRUCIAN CARP (CARASSIUS CARASSIUS), LIVE",112511
301110090,"FRESHWATER FISH, ORNAMENTAL, LIVE, NESOI","FRESHWATER FISH, ORNAMENTAL, LIVE, NESOI",112511
301190000,"FISH, ORNAMENTAL, LIVE, NESOI","FISH, ORNAMENTAL, LIVE, OTHER THAN FRESHWATER",112511
301910000,"TROUT, LIVE","TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, CLARKI, AGUABONITA, GILAE, APACHE AND CHRYSOGASTER), LIVE",112511
301920000,"EELS (ANGUILLA SPP.), LIVE","EELS (ANGUILLA SPP.), LIVE",112511
301930210,"GRASS CARP AND SILVER CARP, LIVE","GRASS CARP (CTENOPHARYNGODON IDELLUS), AND SILVER CARP (HYPOPHTHALMICHTHYS MOLITRIX), LIVE",112511
301930290,"CARP, LIVE, NESOI","CARP, LIVE, NESOI",112511
301940100,"ATLANTIC AND PACIFIC BLUEFIN TUNAS , LIVE","ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), LIVE",112511
301950000,"SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII), LIVE","SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII), LIVE",112511
301990310,"TENCH AND SHEATFISH, LIVE","TENCH (TINCA TINCA) AND SHEATFISH (SILURUS GLANIS), LIVE",112511
301990315,"BIGHEAD CARP, LIVE","BIGHEAD CARP (ARISTICHTHYS NOBILIS), LIVE",112511
301990390,"FISH, LIVE, NESOI","FISH, LIVE, NESOI",112511
302110010,"RAINBOW TROUT, FARMED, FR/CH, EXC FILLET LIVER ROE","RAINBOW TROUT (SALMO GAIRDNERI), FARMED, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",112511
302110090,"TROUT, FRESH/CHILLED, EXC FILLET LIVER ROE, NESOI","TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, CLARKI, AGUABONITA, GILAE, APACHE & CHRYSOGASTER), FR/CH, EXCEPT",114111
302130013,"CHINOOK (KING) SALMON, FARMED FR/CH EXC FILLET ETC","CHINOOK (KING) SALMON, FARMED, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",112511
302130014,"CHINOOK (KING) SALMON FR/CH EXC FARMED, FILLET ETC","CHINOOK (KING) SALMON, FRESH OR CHILLED, EXCEPT FARMED, FILLETS, LIVERS AND ROES",114111
302130022,"CHUM (DOG) SALMON, FR/CH, EXC FILLET, LIVER & ROE","CHUM (DOG) SALMON, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302130032,"PINK (HUMPIE) SALMON, FR/CH, EXC FILLET LIVER ROE","PINK (HUMPIE) SALMON, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302130042,"SOCKEYE (RED) SALMON, FR/CH, EXC FILLET LIVER ROE","SOCKEYE (RED) SALMON, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302130053,"COHO (SILVER) SALMON, FARMED FR/CH, EXC FILLET ETC","COHO (SILVER) SALMON, FARMED, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",112511
302130054,"COHO (SILVER) SALMON, FR/CH EXC FARMED, FILLET ETC","COHO (SILVER) SALMON, FRESH OR CHILLED, EXCEPT FARMED, FILLETS, LIVERS AND ROES",114111
302130062,"PACIFIC SALMON, FR/CH EXC FILL ETC, NESOI","PACIFIC SALMON (ONCORHYNCHUS NERKA, ONCORHYNCH GORBUSCHA, ETC), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AN",114111
302140003,"ATLANTIC SALMON, FARMED FR/CH EXC FILLET LIVER ROE","ATLANTIC SALMON (SALMO SALAR), FARMED, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",112511
302140004,"ATLANTIC SALMON FR/CH EXC FARMED, FILLET LIVER ETC","ATLANTIC SALMON (SALMO SALAR), FRESH OR CHILLED, EXCEPT FARMED, FILLETS, LIVERS AND ROES",114111
302140062,"DANUBE SALMON, FR/CH EXC FILL ETC, NESOI","DANUBE SALMON (HUCHO HUCHO), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302190000,"SALMONIDAE, FRESH OR CHILLED, EXC FILLET ETC NESOI","SALMONIDAE, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI",114111
302210010,"ATLANTIC HALIBUT, FR/CH, EXCEPT FILLET, LIVER, ROE","ATLANTIC HALIBUT (HIPPOGLOSSUS HIPPOGLOSSUS), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302210020,"PACIFIC HALIBUT, FR/CH, EXCEPT FILLET, LIVER & ROE","PACIFIC HALIBUT (HIPPOGLOSSUS STENOLEPIS), FRESH OR CHILLED, EXCEPT  FILLETS, LIVERS AND ROES",114111
302210090,"GREENLAND HALIBUT (TURBOT), FR/CH, EXC FILLET ETC","GREENLAND HALIBUT/TURBOT (REINHARDTIUS HIPPOGLOSSOIDES), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302220000,"PLAICE, FRESH/CHILLED, EXCEPT FILLET, LIVER & ROE","PLAICE (PLEURONECTES PLATESSA), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302230000,"SOLE, FRESH/CHILLED, EXCEPT FILLETS, LIVERS & ROES","SOLE (SOLEA SPP.), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302240000,"TURBOTS, FR/CH, EXCEPT FILLET, LIVER & ROE","TURBOTS (PSETTA MAXIMA), FRESH OR CHILLED, EXCLEPT FILLETS, LIVERS AND ROES",114111
302290110,"FLOUNDER, FR/CH, EXCEPT FILLETS, LIVERS AND ROES","FLOUNDER, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302290190,"FLATFISH, FR/CH, EXCEPT FILLET, LIVER & ROE, NESOI","FLATFISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE), FRESH OR CHILL",114111
302310000,"ALBACORE/LONGFINNED TUNAS, FR/CH, EXC FILLET ETC","ALBACORE OR LONGFINNED TUNAS (THUNNUS ALALUNGA), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302320000,YELLOWFIN TUNAS FR/CH EXCEPT FILLETS LIVERS & ROES,"YELLOWFIN TUNAS (THUNNUS ALBACARES), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302330000,"SKIPJACK TUNAS FR/CH EXCEPT FILLETS, LIVERS & ROES","SKIPJACK OR STRIPE-BELLIED BONITO TUNAS (EUTHYNNUS {KATSUWONUS} PELAMIS), FRESH OR CHILLED, EXCEPT FILLETS,",114111
302340000,"BIGEYE TUNAS, FR/CH, EXCEPT FILLETS, LIVERS & ROES","BIGEYE TUNAS (THUNNUS OBESUS), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302350100,"ATL/PAC BLUFIN TUNAS, FR/CH, EXC FILTS/LIVERS/ROES","ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), FRESH OR CHILLED, EXCEPT FILLETS,",114111
302360000,SOUTHERN BLUEFIN TUNA FR/CH EXC FILETS LIVERS ROES,"SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302390200,"TUNAS, FR/CH, EXCEPT FILLETS, LIVERS & ROES, NESOI","TUNAS (OF GENUS THUNNUS), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI",114111
302410000,"HERRINGS, FR/CH, EXCEPT FILLETS, LIVERS AND ROES","HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302420000,"ANCHOVIES, FR/CH, EXC LIVERS, ROES, FILLETS, ETC","ANCHOVIES, FRESH OR CHILLED, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0304",114111
302430000,"SARDINES ETC, FR/CH, EXC FILLETS, LIVERS AND ROES","SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP.), SARDINELLA (SARDINELLA SPP.), BRISLING OR SPRATS (SPRATTUS S",114111
302440000,"MACKEREL, FR/CH, EXCEPT FILLETS, LIVERS AND ROES","MACKEREL (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS), FRESH OR CHILLED, EXCEPT FILLETS, LI",114111
302451100,"JACK/HORSE MACKEREL, FR/CH SCALE LT=6.8 KG,EXC FLT","JACK AND HORSE MACKEREL , FRESH/CHILLED, SCALED, IN IMMEDIATE CONTAINERS WEIGHING WITH THEIR CONTENTS 6.8 K",114111
302455000,"JACK/HORSE MACKERL, FR/CH,EXC LVRS,ROS,FILTS,NESOI","JACK AND HORSE MACKEREL, FRESH OR CHILLED, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0",114111
302461100,"COBIA, FR/CH SCALED LT=6.8 KG, EXC FILLET ETC","COBIA, FRESH OR CHILLED, SCALED, IN IMMEDIATE CONTAINERS WEIGHING WITH THEIR CONTENTS 6.8 KG OR LESS, EXCEP",114111
302465000,"COBIA, FR/CH, EXC LIVERS, ROES,FILLETS,ETC,NESOI","COBIA, FRESH OR CHILLED, EXCLUDING LIVERS, ROES, FILLETS AND OTHER FISH MEAT OF HEADING 0304, NESOI",114111
302470010,"SWORDFISH STEAKS, FR/CH, EXCEPT FILLETS ETC, NESOI","SWORDFISH STEAKS, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI",114111
302470090,"SWORDFISH, FR/CH, EXCEPT STEAKS, FILETS ETC, NESOI","SWORDFISH, FRESH OR CHILLED, EXCEPT SWORDFISH STEAKS, FILLETS, LIVERS AND ROES, NESOI",114111
302490000,"INDIAN MACKRLS, MARLINS,SAIL/SPEARFISH,ETC. FR/CH","INDIAN MACKRLS,SEERFISHES, JACKS, CREVALLES, SILVER POMFRETS, PACIFIC SAURY,SCADS,CAPELIN,KAWAKAWA, BONITOS",114111
302510010,"ATLANTIC COD, FR/CH, EXC FILLETS, LIVERS AND ROES","ATLANTIC COD (GADUS MORHUA), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302510090,"COD, FR/CH, EXCEPT FILLETS, LIVERS AND ROES, NESOI","COD (GADUS OGAC, GADUS MACROCEPHALUS), FRESH OR CHILLED, EXCEPT ATLANTIC COD, FILLETS, LIVERS AND ROES",114111
302520000,"HADDOCK, FRESH OR CHILLED, EXC FILLET, LIVER, ROE","HADDOCK (MELANOGRAMMUS AEGLEFINUS), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302530000,"ATLANTIC POLLOCK, FR/CH, EXCEPT FILLET, LIVER, ROE","ATLANTIC POLLOCK (POLLACHIUS VIRENS), FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES",114111
302541100,"HAKE, FR/CH SCALED LT=6.8 KG, EXC FILLET ETC","HAKE, FRESH OR CHILLED, SCALED, IN IMMEDIATE CONTAINERS WEIGHING WITH THEIR CONTENTS 6.8 KG OR LESS, EXCEPT",114111
302545000,"HAKE, FR/CH, EXCEPT FILLETS ETC, NESOI","HAKE, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES, NESOI",114111
